Ulasan,Tanggal_Ulasan,Label,lokasi,hasil_ulasan,cleaning,tokenisasi,normalisasi,stopword
"Pantai yang indah, tempat rekreasi bagi warga kota Sumenep dan sekitarnya. Pantainya cukup bersih, bisa dijelajahi naik kuda, banyak pohon cemara udang. Ada dijual bonsai cemara udang yang indah untuk dibawa pulang.",4 tahun lalu,Positif,pantai lombang,"pantai yang indah, tempat rekreasi bagi warga kota sumenep dan sekitarnya. pantainya cukup bersih, bisa dijelajahi naik kuda, banyak pohon cemara udang. ada dijual bonsai cemara udang yang indah untuk dibawa pulang.","pantai yang indah, tempat rekreasi bagi warga kota sumenep dan sekitarnya. pantainya cukup bersih, bisa dijelajahi naik kuda, banyak pohon cemara udang. ada dijual bonsai cemara udang yang indah untuk dibawa pulang.","['pantai', 'yang', 'indah', ',', 'tempat', 'rekreasi', 'bagi', 'warga', 'kota', 'sumenep', 'dan', 'sekitarnya', '.', 'pantainya', 'cukup', 'bersih', ',', 'bisa', 'dijelajahi', 'naik', 'kuda', ',', 'banyak', 'pohon', 'cemara', 'udang', '.', 'ada', 'dijual', 'bonsai', 'cemara', 'udang', 'yang', 'indah', 'untuk', 'dibawa', 'pulang', '.']","['pantai', 'yang', 'indah', ',', 'tempat', 'rekreasi', 'bagi', 'warga', 'kota', 'sumenep', 'dan', 'sekitarnya', '.', 'pantainya', 'cukup', 'bersih', ',', 'bisa', 'dijelajahi', 'naik', 'kuda', ',', 'banyak', 'pohon', 'cemara', 'udang', '.', 'ada', 'dijual', 'bonsai', 'cemara', 'udang', 'yang', 'indah', 'untuk', 'dibawa', 'pulang', '.']","['pantai', 'indah', ',', 'rekreasi', 'warga', 'kota', 'sumenep', '.', 'pantainya', 'bersih', ',', 'dijelajahi', 'kuda', ',', 'pohon', 'cemara', 'udang', '.', 'dijual', 'bonsai', 'cemara', 'udang', 'indah', 'dibawa', 'pulang', '.']"
Pantai yg dari dulu sudah ada setelah pantai slopeng pantai yg asri sejuk nyaman hamparan pasir putih yg mempesona dgn suara kicauan burung angin laut yg semilir ombak yg menarik pohon cemara udang yg sangat indah😍😍✨✨ …,2 tahun lalu,Positif,pantai lombang,pantai yg dari dulu sudah ada setelah pantai slopeng pantai yg asri sejuk nyaman hamparan pasir putih yg mempesona dgn suara kicauan burung angin laut yg semilir ombak yg menarik pohon cemara udang yg sangat indah😍😍✨✨ …,pantai yg dari dulu sudah ada setelah pantai slopeng pantai yg asri sejuk nyaman hamparan pasir putih yg mempesona dgn suara kicauan burung angin laut yg semilir ombak yg menarik pohon cemara udang yg sangat indah???? ?,"['pantai', 'yg', 'dari', 'dulu', 'sudah', 'ada', 'setelah', 'pantai', 'slopeng', 'pantai', 'yg', 'asri', 'sejuk', 'nyaman', 'hamparan', 'pasir', 'putih', 'yg', 'mempesona', 'dgn', 'suara', 'kicauan', 'burung', 'angin', 'laut', 'yg', 'semilir', 'ombak', 'yg', 'menarik', 'pohon', 'cemara', 'udang', 'yg', 'sangat', 'indah', '?', '?', '?', '?', '?']","['pantai', 'yang', 'dari', 'dulu', 'sudah', 'ada', 'setelah', 'pantai', 'slopeng', 'pantai', 'yang', 'asri', 'sejuk', 'nyaman', 'hamparan', 'pasir', 'putih', 'yang', 'mempesona', 'dengan', 'suara', 'kicauan', 'burung', 'angin', 'laut', 'yang', 'semilir', 'ombak', 'yang', 'menarik', 'pohon', 'cemara', 'udang', 'yang', 'sangat', 'indah', '?', '?', '?', '?', '?']","['pantai', 'pantai', 'slopeng', 'pantai', 'asri', 'sejuk', 'nyaman', 'hamparan', 'pasir', 'putih', 'mempesona', 'suara', 'kicauan', 'burung', 'angin', 'laut', 'semilir', 'ombak', 'menarik', 'pohon', 'cemara', 'udang', 'sangat', 'indah', '?', '?', '?', '?', '?']"
Tempat bagus dan lumayan bersih air juga bersih.. Tapi parkiran agak jauh,setahun lalu,Positif,pantai lombang,tempat bagus dan lumayan bersih air juga bersih.. tapi parkiran agak jauh,tempat bagus dan lumayan bersih air juga bersih.. tapi parkiran agak jauh,"['tempat', 'bagus', 'dan', 'lumayan', 'bersih', 'air', 'juga', 'bersih', '..', 'tapi', 'parkiran', 'agak', 'jauh']","['tempat', 'bagus', 'dan', 'lumayan', 'bersih', 'air', 'juga', 'bersih', '..', 'tapi', 'parkiran', 'agak', 'jauh']","['bagus', 'lumayan', 'bersih', 'air', 'bersih', '..', 'tapi', 'parkiran']"
 akses jalan menuju pantai rusakk dan kurag memadai semapt kesasar wktu pkek google maps kwkwk,setahun lalu,Negatif,pantai lombang, akses jalan menuju pantai rusakk dan kurag memadai semapt kesasar wktu pkek google maps kwkwk,akses jalan menuju pantai rusakk dan kurag memadai semapt kesasar wktu pkek google maps kwkwk,"['akses', 'jalan', 'menuju', 'pantai', 'rusakk', 'dan', 'kurag', 'memadai', 'semapt', 'kesasar', 'wktu', 'pkek', 'google', 'maps', 'kwkwk']","['akses', 'jalan', 'menuju', 'pantai', 'rusakk', 'dan', 'kurag', 'memadai', 'semapt', 'kesasar', 'wktu', 'pkek', 'google', 'maps', 'kwkwk']","['akses', 'jalan', 'pantai', 'rusakk', 'kurag', 'memadai', 'semapt', 'kesasar', 'wktu', 'pkek', 'google', 'maps', 'kwkwk']"
"pengunjung membuang sampah sembarangan, tidak ada kebersihan dari pegawainya",3 tahun lalu,Negatif,pantai lombang,"pengunjung membuang sampah sembarangan, tidak ada kebersihan dari pegawainya","pengunjung membuang sampah sembarangan, tidak ada kebersihan dari pegawainya","['pengunjung', 'membuang', 'sampah', 'sembarangan', ',', 'tidak', 'ada', 'kebersihan', 'dari', 'pegawainya']","['pengunjung', 'membuang', 'sampah', 'sembarangan', ',', 'tidak', 'ada', 'kebersihan', 'dari', 'pegawainya']","['pengunjung', 'membuang', 'sampah', 'sembarangan', ',', 'tidak', 'kebersihan', 'pegawainya']"
"Tempatnya agak kotor sedikit tp masih wajar, mgkn krn masih agak sepi. ",2 tahun lalu,Negatif,pantai lombang,"tempatnya agak kotor sedikit tp masih wajar, mgkn krn masih agak sepi. ","tempatnya agak kotor sedikit tp masih wajar, mgkn krn masih agak sepi.","['tempatnya', 'agak', 'kotor', 'sedikit', 'tp', 'masih', 'wajar', ',', 'mgkn', 'krn', 'masih', 'agak', 'sepi', '.']","['tempatnya', 'agak', 'kotor', 'sedikit', 'tapi', 'masih', 'wajar', ',', 'mungkin', 'karena', 'masih', 'agak', 'sepi', '.']","['tempatnya', 'kotor', 'tapi', 'wajar', ',', 'sepi', '.']"
"pantai dgn ombak yang bersahabat, cocok untuk anak kecil dan hutan cemara udangnya lestari baget dijamin gk kepanasan deh",4 tahun lalu,Positif,pantai lombang,"pantai dgn ombak yang bersahabat, cocok untuk anak kecil dan hutan cemara udangnya lestari baget dijamin gk kepanasan deh","pantai dgn ombak yang bersahabat, cocok untuk anak kecil dan hutan cemara udangnya lestari baget dijamin gk kepanasan deh","['pantai', 'dgn', 'ombak', 'yang', 'bersahabat', ',', 'cocok', 'untuk', 'anak', 'kecil', 'dan', 'hutan', 'cemara', 'udangnya', 'lestari', 'baget', 'dijamin', 'gk', 'kepanasan', 'deh']","['pantai', 'dengan', 'ombak', 'yang', 'bersahabat', ',', 'cocok', 'untuk', 'anak', 'kecil', 'dan', 'hutan', 'cemara', 'udangnya', 'lestari', 'baget', 'dijamin', 'tidak', 'kepanasan', 'deh']","['pantai', 'ombak', 'bersahabat', ',', 'cocok', 'anak', 'hutan', 'cemara', 'udangnya', 'lestari', 'baget', 'dijamin', 'tidak', 'kepanasan', 'deh']"
Pantai yang sangat bagus dan rindang. Dengan cemara udang yang khas. Bak pantai di Yogyakarta. Ini destinasi wisata yang bagus di madura. Belum ada pantai di madura yg seperti pantai lombang. Besar harapan saya pemkab mengelola dengan baik …,2 tahun lalu,Positif,pantai lombang,pantai yang sangat bagus dan rindang. dengan cemara udang yang khas. bak pantai di yogyakarta. ini destinasi wisata yang bagus di madura. belum ada pantai di madura yg seperti pantai lombang. besar harapan saya pemkab mengelola dengan baik …,pantai yang sangat bagus dan rindang. dengan cemara udang yang khas. bak pantai di yogyakarta. ini destinasi wisata yang bagus di madura. belum ada pantai di madura yg seperti pantai lombang. besar harapan saya pemkab mengelola dengan baik ?,"['pantai', 'yang', 'sangat', 'bagus', 'dan', 'rindang', '.', 'dengan', 'cemara', 'udang', 'yang', 'khas', '.', 'bak', 'pantai', 'di', 'yogyakarta', '.', 'ini', 'destinasi', 'wisata', 'yang', 'bagus', 'di', 'madura', '.', 'belum', 'ada', 'pantai', 'di', 'madura', 'yg', 'seperti', 'pantai', 'lombang', '.', 'besar', 'harapan', 'saya', 'pemkab', 'mengelola', 'dengan', 'baik', '?']","['pantai', 'yang', 'sangat', 'bagus', 'dan', 'rindang', '.', 'dengan', 'cemara', 'udang', 'yang', 'khas', '.', 'bak', 'pantai', 'di', 'yogyakarta', '.', 'ini', 'destinasi', 'wisata', 'yang', 'bagus', 'di', 'madura', '.', 'belum', 'ada', 'pantai', 'di', 'madura', 'yang', 'seperti', 'pantai', 'lombang', '.', 'besar', 'harapan', 'saya', 'pemkab', 'mengelola', 'dengan', 'baik', '?']","['pantai', 'sangat', 'bagus', 'rindang', '.', 'cemara', 'udang', 'khas', '.', 'bak', 'pantai', 'yogyakarta', '.', 'destinasi', 'wisata', 'bagus', 'madura', '.', 'pantai', 'madura', 'pantai', 'lombang', '.', 'harapan', 'pemkab', 'mengelola', '?']"
"Pantai lombang terletak di Sumenep, pulau Madura paling timur.. udah dua kali ke pantai lombang, dan selalu memuaskan.. di kelilingi pohon cemara dan pasir putihnya yang lembut.. paling suka sama spot foto di antara pohon cemara.. kita bisa …",4 tahun lalu,Positif,pantai lombang,"pantai lombang terletak di sumenep, pulau madura paling timur.. udah dua kali ke pantai lombang, dan selalu memuaskan.. di kelilingi pohon cemara dan pasir putihnya yang lembut.. paling suka sama spot foto di antara pohon cemara.. kita bisa …","pantai lombang terletak di sumenep, pulau madura paling timur.. udah dua kali ke pantai lombang, dan selalu memuaskan.. di kelilingi pohon cemara dan pasir putihnya yang lembut.. paling suka sama spot foto di antara pohon cemara.. kita bisa ?","['pantai', 'lombang', 'terletak', 'di', 'sumenep', ',', 'pulau', 'madura', 'paling', 'timur', '..', 'udah', 'dua', 'kali', 'ke', 'pantai', 'lombang', ',', 'dan', 'selalu', 'memuaskan', '..', 'di', 'kelilingi', 'pohon', 'cemara', 'dan', 'pasir', 'putihnya', 'yang', 'lembut', '..', 'paling', 'suka', 'sama', 'spot', 'foto', 'di', 'antara', 'pohon', 'cemara', '..', 'kita', 'bisa', '?']","['pantai', 'lombang', 'terletak', 'di', 'sumenep', ',', 'pulau', 'madura', 'paling', 'timur', '..', 'sudah', 'dua', 'kali', 'ke', 'pantai', 'lombang', ',', 'dan', 'selalu', 'memuaskan', '..', 'di', 'kelilingi', 'pohon', 'cemara', 'dan', 'pasir', 'putihnya', 'yang', 'lembut', '..', 'paling', 'suka', 'sama', 'spot', 'foto', 'di', 'antara', 'pohon', 'cemara', '..', 'kita', 'bisa', '?']","['pantai', 'lombang', 'terletak', 'sumenep', ',', 'pulau', 'madura', 'timur', '..', 'kali', 'pantai', 'lombang', ',', 'memuaskan', '..', 'kelilingi', 'pohon', 'cemara', 'pasir', 'putihnya', 'lembut', '..', 'suka', 'spot', 'foto', 'pohon', 'cemara', '..', '?']"
"Pantai nya bersih dan bagus untuk di kunjungi para wisatawan dan banyak pulau di dekat pantai ini ...
Silahkan berlibur di pantai lembang..",4 tahun lalu,Positif,pantai lombang,"pantai nya bersih dan bagus untuk di kunjungi para wisatawan dan banyak pulau di dekat pantai ini ...
silahkan berlibur di pantai lembang..",pantai nya bersih dan bagus untuk di kunjungi para wisatawan dan banyak pulau di dekat pantai ini ... silahkan berlibur di pantai lembang..,"['pantai', 'nya', 'bersih', 'dan', 'bagus', 'untuk', 'di', 'kunjungi', 'para', 'wisatawan', 'dan', 'banyak', 'pulau', 'di', 'dekat', 'pantai', 'ini', '...', 'silahkan', 'berlibur', 'di', 'pantai', 'lembang', '..']","['pantai', 'nya', 'bersih', 'dan', 'bagus', 'untuk', 'di', 'kunjungi', 'para', 'wisatawan', 'dan', 'banyak', 'pulau', 'di', 'dekat', 'pantai', 'ini', '...', 'silahkan', 'berlibur', 'di', 'pantai', 'lembang', '..']","['pantai', 'bersih', 'bagus', 'kunjungi', 'wisatawan', 'pulau', 'pantai', '...', 'silahkan', 'berlibur', 'pantai', 'lembang', '..']"
akses jalan menuju tempat lokasi perlu diperbaiki karena jelek banget,4 tahun lalu,Negatif,pantai lombang,akses jalan menuju tempat lokasi perlu diperbaiki karena jelek banget,akses jalan menuju tempat lokasi perlu diperbaiki karena jelek banget,"['akses', 'jalan', 'menuju', 'tempat', 'lokasi', 'perlu', 'diperbaiki', 'karena', 'jelek', 'banget']","['akses', 'jalan', 'menuju', 'tempat', 'lokasi', 'perlu', 'diperbaiki', 'karena', 'jelek', 'banget']","['akses', 'jalan', 'lokasi', 'diperbaiki', 'jelek', 'banget']"
Pantainya cukup bersih dan pasirnya cukup lembut tuk bejemur badan,2 tahun lalu,Positif,pantai lombang,pantainya cukup bersih dan pasirnya cukup lembut tuk bejemur badan,pantainya cukup bersih dan pasirnya cukup lembut tuk bejemur badan,"['pantainya', 'cukup', 'bersih', 'dan', 'pasirnya', 'cukup', 'lembut', 'tuk', 'bejemur', 'badan']","['pantainya', 'cukup', 'bersih', 'dan', 'pasirnya', 'cukup', 'lembut', 'tuk', 'bejemur', 'badan']","['pantainya', 'bersih', 'pasirnya', 'lembut', 'tuk', 'bejemur', 'badan']"
Pantainya bersih dan sangat puas,4 tahun lalu,Positif,pantai lombang,pantainya bersih dan sangat puas,pantainya bersih dan sangat puas,"['pantainya', 'bersih', 'dan', 'sangat', 'puas']","['pantainya', 'bersih', 'dan', 'sangat', 'puas']","['pantainya', 'bersih', 'sangat', 'puas']"
 di pasirnya masih ad beberapa sampah,3 tahun lalu,Negatif,pantai lombang, di pasirnya masih ad beberapa sampah,di pasirnya masih ad beberapa sampah,"['di', 'pasirnya', 'masih', 'ad', 'beberapa', 'sampah']","['di', 'pasirnya', 'masih', 'ada', 'beberapa', 'sampah']","['pasirnya', 'sampah']"
"Cocok buat liburan keluarga, murah meriah...suasana yang tenang dan indah...ada pohon Cemara membuat sejuk dimata",3 tahun lalu,Positif,pantai lombang,"cocok buat liburan keluarga, murah meriah...suasana yang tenang dan indah...ada pohon cemara membuat sejuk dimata","cocok buat liburan keluarga, murah meriah...suasana yang tenang dan indah...ada pohon cemara membuat sejuk dimata","['cocok', 'buat', 'liburan', 'keluarga', ',', 'murah', 'meriah', '...', 'suasana', 'yang', 'tenang', 'dan', 'indah', '...', 'ada', 'pohon', 'cemara', 'membuat', 'sejuk', 'dimata']","['cocok', 'buat', 'liburan', 'keluarga', ',', 'murah', 'meriah', '...', 'suasana', 'yang', 'tenang', 'dan', 'indah', '...', 'ada', 'pohon', 'cemara', 'membuat', 'sejuk', 'dimata']","['cocok', 'liburan', 'keluarga', ',', 'murah', 'meriah', '...', 'suasana', 'tenang', 'indah', '...', 'pohon', 'cemara', 'sejuk', 'dimata']"
"Jauh jauh ke pantai Lombang,ternyata tutup , haduh eman banget …",2 tahun lalu,Negatif,pantai lombang,"jauh jauh ke pantai lombang,ternyata tutup , haduh eman banget …","jauh jauh ke pantai lombang,ternyata tutup , haduh eman banget ?","['jauh', 'jauh', 'ke', 'pantai', 'lombang', ',', 'ternyata', 'tutup', ',', 'haduh', 'eman', 'banget', '?']","['jauh', 'jauh', 'ke', 'pantai', 'lombang', ',', 'ternyata', 'tutup', ',', 'haduh', 'eman', 'banget', '?']","['pantai', 'lombang', ',', 'tutup', ',', 'haduh', 'eman', 'banget', '?']"
"Tempat yang sangat nyaman untuk tadabur alam.
Pantainya yang luas dan pasirnya putih dan halus",4 tahun lalu,Positif,pantai lombang,"tempat yang sangat nyaman untuk tadabur alam.
pantainya yang luas dan pasirnya putih dan halus",tempat yang sangat nyaman untuk tadabur alam. pantainya yang luas dan pasirnya putih dan halus,"['tempat', 'yang', 'sangat', 'nyaman', 'untuk', 'tadabur', 'alam', '.', 'pantainya', 'yang', 'luas', 'dan', 'pasirnya', 'putih', 'dan', 'halus']","['tempat', 'yang', 'sangat', 'nyaman', 'untuk', 'tadabur', 'alam', '.', 'pantainya', 'yang', 'luas', 'dan', 'pasirnya', 'putih', 'dan', 'halus']","['sangat', 'nyaman', 'tadabur', 'alam', '.', 'pantainya', 'luas', 'pasirnya', 'putih', 'halus']"
"Pantai Cemara udang yang indah dan nyaman.
Menyusuri pantai dengan naik Kuda dan air degan hijau penghapus dahaga.",4 tahun lalu,Positif,pantai lombang,"pantai cemara udang yang indah dan nyaman.
menyusuri pantai dengan naik kuda dan air degan hijau penghapus dahaga.",pantai cemara udang yang indah dan nyaman. menyusuri pantai dengan naik kuda dan air degan hijau penghapus dahaga.,"['pantai', 'cemara', 'udang', 'yang', 'indah', 'dan', 'nyaman', '.', 'menyusuri', 'pantai', 'dengan', 'naik', 'kuda', 'dan', 'air', 'degan', 'hijau', 'penghapus', 'dahaga', '.']","['pantai', 'cemara', 'udang', 'yang', 'indah', 'dan', 'nyaman', '.', 'menyusuri', 'pantai', 'dengan', 'naik', 'kuda', 'dan', 'air', 'degan', 'hijau', 'penghapus', 'dahaga', '.']","['pantai', 'cemara', 'udang', 'indah', 'nyaman', '.', 'menyusuri', 'pantai', 'kuda', 'air', 'degan', 'hijau', 'penghapus', 'dahaga', '.']"
"Bersih pasir putihnya.Salah satu pantai yang patut dikunjungi,terlebih jika disediakan fasilitas pendukung yang lebih mumpuni.",4 tahun lalu,Positif,pantai lombang,"bersih pasir putihnya.salah satu pantai yang patut dikunjungi,terlebih jika disediakan fasilitas pendukung yang lebih mumpuni.","bersih pasir putihnya.salah satu pantai yang patut dikunjungi,terlebih jika disediakan fasilitas pendukung yang lebih mumpuni.","['bersih', 'pasir', 'putihnya.salah', 'satu', 'pantai', 'yang', 'patut', 'dikunjungi', ',', 'terlebih', 'jika', 'disediakan', 'fasilitas', 'pendukung', 'yang', 'lebih', 'mumpuni', '.']","['bersih', 'pasir', 'putihnya.salah', 'satu', 'pantai', 'yang', 'patut', 'dikunjungi', ',', 'terlebih', 'jika', 'disediakan', 'fasilitas', 'pendukung', 'yang', 'lebih', 'mumpuni', '.']","['bersih', 'pasir', 'putihnya.salah', 'pantai', 'patut', 'dikunjungi', ',', 'disediakan', 'fasilitas', 'pendukung', 'mumpuni', '.']"
Salah satu destinasi wisata pantai di Kab. Sumenep. Hanya butuh 30 menit saja dari kota sumenep. Pantai ini spesial karena pepohonan cemara yang tumbuh sepanjang garis pantai.,4 tahun lalu,Positif,pantai lombang,salah satu destinasi wisata pantai di kab. sumenep. hanya butuh 30 menit saja dari kota sumenep. pantai ini spesial karena pepohonan cemara yang tumbuh sepanjang garis pantai.,salah satu destinasi wisata pantai di kab. sumenep. hanya butuh  menit saja dari kota sumenep. pantai ini spesial karena pepohonan cemara yang tumbuh sepanjang garis pantai.,"['salah', 'satu', 'destinasi', 'wisata', 'pantai', 'di', 'kab', '.', 'sumenep', '.', 'hanya', 'butuh', 'menit', 'saja', 'dari', 'kota', 'sumenep', '.', 'pantai', 'ini', 'spesial', 'karena', 'pepohonan', 'cemara', 'yang', 'tumbuh', 'sepanjang', 'garis', 'pantai', '.']","['salah', 'satu', 'destinasi', 'wisata', 'pantai', 'di', 'kabupaten', '.', 'sumenep', '.', 'hanya', 'butuh', 'menit', 'saja', 'dari', 'kota', 'sumenep', '.', 'pantai', 'ini', 'spesial', 'karena', 'pepohonan', 'cemara', 'yang', 'tumbuh', 'sepanjang', 'garis', 'pantai', '.']","['salah', 'destinasi', 'wisata', 'pantai', 'kabupaten', '.', 'sumenep', '.', 'butuh', 'menit', 'kota', 'sumenep', '.', 'pantai', 'spesial', 'pepohonan', 'cemara', 'tumbuh', 'garis', 'pantai', '.']"
"Jalan masuknya tolong di perbaiki ya,,dan tempat toiletnya agak sulit cari toilet disini pas sore hari terutama",2 tahun lalu,Negatif,pantai lombang,"jalan masuknya tolong di perbaiki ya,,dan tempat toiletnya agak sulit cari toilet disini pas sore hari terutama","jalan masuknya tolong di perbaiki ya,,dan tempat toiletnya agak sulit cari toilet disini pas sore hari terutama","['jalan', 'masuknya', 'tolong', 'di', 'perbaiki', 'ya', ',', ',dan', 'tempat', 'toiletnya', 'agak', 'sulit', 'cari', 'toilet', 'disini', 'pas', 'sore', 'hari', 'terutama']","['jalan', 'masuknya', 'tolong', 'di', 'perbaiki', 'iya', ',', ',dan', 'tempat', 'toiletnya', 'agak', 'sulit', 'cari', 'toilet', 'disini', 'pas', 'sore', 'hari', 'terutama']","['jalan', 'masuknya', 'tolong', 'perbaiki', 'iya', ',', ',dan', 'toiletnya', 'sulit', 'cari', 'toilet', 'pas', 'sore']"
Pantai indah dengan pasir coklat emas dan rindangnya pohon Cemara,2 tahun lalu,Positif,pantai lombang,pantai indah dengan pasir coklat emas dan rindangnya pohon cemara,pantai indah dengan pasir coklat emas dan rindangnya pohon cemara,"['pantai', 'indah', 'dengan', 'pasir', 'coklat', 'emas', 'dan', 'rindangnya', 'pohon', 'cemara']","['pantai', 'indah', 'dengan', 'pasir', 'coklat', 'emas', 'dan', 'rindangnya', 'pohon', 'cemara']","['pantai', 'indah', 'pasir', 'coklat', 'emas', 'rindangnya', 'pohon', 'cemara']"
"Pantainya bersih, cocok buat santai bisa naik kuda lewat tepi pantai....",4 tahun lalu,Positif,pantai lombang,"pantainya bersih, cocok buat santai bisa naik kuda lewat tepi pantai....","pantainya bersih, cocok buat santai bisa naik kuda lewat tepi pantai....","['pantainya', 'bersih', ',', 'cocok', 'buat', 'santai', 'bisa', 'naik', 'kuda', 'lewat', 'tepi', 'pantai', '....']","['pantainya', 'bersih', ',', 'cocok', 'buat', 'santai', 'bisa', 'naik', 'kuda', 'lewat', 'tepi', 'pantai', '....']","['pantainya', 'bersih', ',', 'cocok', 'santai', 'kuda', 'tepi', 'pantai', '....']"
Pasirnya yang putih dan halus serta pohon cemara udang yang rindang membuat Pantai Lombang menjadi tempat yang pas untuk berlibur sambil belajar.,4 tahun lalu,Positif,pantai lombang,pasirnya yang putih dan halus serta pohon cemara udang yang rindang membuat pantai lombang menjadi tempat yang pas untuk berlibur sambil belajar.,pasirnya yang putih dan halus serta pohon cemara udang yang rindang membuat pantai lombang menjadi tempat yang pas untuk berlibur sambil belajar.,"['pasirnya', 'yang', 'putih', 'dan', 'halus', 'serta', 'pohon', 'cemara', 'udang', 'yang', 'rindang', 'membuat', 'pantai', 'lombang', 'menjadi', 'tempat', 'yang', 'pas', 'untuk', 'berlibur', 'sambil', 'belajar', '.']","['pasirnya', 'yang', 'putih', 'dan', 'halus', 'serta', 'pohon', 'cemara', 'udang', 'yang', 'rindang', 'membuat', 'pantai', 'lombang', 'menjadi', 'tempat', 'yang', 'pas', 'untuk', 'berlibur', 'sambil', 'belajar', '.']","['pasirnya', 'putih', 'halus', 'pohon', 'cemara', 'udang', 'rindang', 'pantai', 'lombang', 'pas', 'berlibur', 'belajar', '.']"
